exporter_group,exporter_group_similarity
SOC DE IMP Y EXP DE COLOMBIA NOVISAN S A S,0.6241622574955908
SOCIEDAD AGROINDUSTRIAL NUTRIOIL SA,0.6038239538239538
SOCIEDAD EXPORTADORA CAFE DE COOPERATIVAS DE CAFICULTORES SA,0.6603174603174603
SOCIEDAD INDUSTRIAL DE YURIMAGUAS S A,0.6465103034068551
SODRUGESTVO,0.5436629811629812
SODRUGESTVO AGRONEGOCIOS SA,0.8024691358024691
SODRUGESTVO DO BRASIL REPRESENTACAO IMPORTACAO E EXPOR,0.7096296296296295
SOYAGRAIN SRL,0.590099715099715
SUCAFINA COLOMBIA S A S,0.5463891985631115
SUCDEN COLOMBIA SAS,0.7603087001390945
SUCDEN DO BRASIL LTDA.,0.7682083997873472
SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,0.5565545565545565
SUDAMBEEF INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO,0.5921855921855921
SUMAQAO SOCIEDAD ANONIMA CERRADA,0.6735347985347985
SUPERFRIGO INDUSTRIA E COMERCIO,0.6270961341525857
SUPERGRAIN SRL,0.6928984993501122
SUPERTIENDAS Y DROGUERIAS OLIMPICA S A,0.7180451127819549
SURCACAO S A S,0.6008202323991798
SZR EMPRESARIAL IND & EXP DE SUB PRODUTOS BOVINOS LTDA,0.5291005291005291
T T COMERCIO,0.4519400352733687
TANGARA ALIMENTOS,0.545985060690943
TANGARA IMPORTADORA E EXPORTADORA SA,0.6660441954559602
TDX TRADING COMPANY COMERCIO IMPORTACAO E EXPORTACAO DE PROD,0.6858585858585858
TEREOS ACUCAR E ENERGIA BRASIL S.A.,0.5769841269841269
TERRA SANTA AGRO,0.6886904761904762
TONON BIOENERGIA,0.4821428571428571
TOTAL GROUP,0.5568181818181818
TRANSMAR ECUADOR S A,0.47626262626262617
TRILLADORA JN EXPORT & IMPORT S A C,0.6150793650793651
TROPICAL FOREST PERU S A C,0.6755799755799755
TS BRASIL S.A.,0.5996336996336996
U.S.A. - USINA SANTO ANGELO,0.5782186948853615
UNITRADING LOGISTICA IMPORTACAO E EXPORTACAO ME,0.5535302006000028
UNKNOWN,0.5521783181357649
USINA ACUCAREIRA GUAIRA LIMITADA,0.44940476190476186
USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,0.6966374269005847
USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,0.839201733938576
USINA BATATAIS S/A ACUCAR E ALCOOL,0.7620620308247084
USINA CAETE,0.6844028520499108
USINA COLOMBO S/A. - ACUCAR E ALCOOL,0.6498316498316498
USINA CONQUISTA DO PONTAL,0.6487799564270152
USINA DE ACUCAR E ALCOOL GOIOERE,0.6390441176470589
USINA DE ACUCAR SANTA TEREZINHA LTDA,0.7638888888888888
USINA DELTA,0.6956228956228956
USINA ELDORADO,0.8244588744588743
USINA GUARIROBA,0.7105820105820105
USINA ITAPAGIPE ACUCAR E ALCOOL,0.6595878136200716
USINA OUROESTE - ACUCAR E ALCOOL,0.7580645161290323
USINA SANTA FE S/A.,0.6652568922305764
USINA SANTA ISABEL,0.8409356725146198
USINA SAO DOMINGOS-ACUCAR E ETANOL S/A,0.7178971734892787
VA&E TRADING DO BRASIL LTDA,0.5838206627680311
VALE DO TIJUCO ACUCAR E ALCOOL,0.6340595497458242
VALE GRANDE INDUSTRIA E COMERCIO DE ALIMENTOS,0.6736111111111112
VALLEY COFFEE TRADING S A C,0.6572195383789586
VARGAS QUINTANA OSCAR,0.5719712386379052
VECTRA INTL COLOMBIA S A S,0.5781440781440781
VILLA ANDINA SOCIEDAD ANONIMA CERRADA,0.5989714410767042
VITERRA BV,0.44504504504504494
VRAM HOLDING S A S,0.45925925925925926
WD AGROINDUSTRIAL LTDA,0.5984848484848484
WELLARD DO BRASIL AGRONEGOCIOS,0.632739156268568
WEST MEAT IMPORTACAO E EXPORTACAO LTDA.,0.5664867296446243
XINGUARA INDUSTRIA E COMERCIO,0.5366686314962177
ZANCHETTA INDUSTRIA DE ALIMENTOS LTDA,0.6433985709847778
ZIBAX GLOBAL IMPORTACAO & EXPORTACAO EIRELI,0.566661201140473
